,Date,weekday,cakes,pies,cookies,smoothies,coffee,promotion
516,2007-06-01,Friday,1,33,73,67,33,promotion
517,2007-06-02,Saturday,6,22,29,60,62,none
518,2007-06-03,Sunday,28,37,17,49,53,none
519,2007-06-04,Monday,44,12,44,35,7,none
520,2007-06-05,Tuesday,31,36,96,12,10,none
521,2007-06-06,Wednesday,10,57,57,20,45,none
522,2007-06-07,Thursday,20,58,113,51,12,promotion
523,2007-06-08,Friday,8,45,106,37,42,promotion
524,2007-06-09,Saturday,22,3,92,33,97,promotion
525,2007-06-10,Sunday,38,33,74,36,86,promotion
526,2007-06-11,Monday,29,29,37,29,84,promotion
527,2007-06-12,Tuesday,9,37,104,58,27,promotion
528,2007-06-13,Wednesday,44,57,40,50,90,promotion
529,2007-06-14,Thursday,47,11,8,50,64,none
530,2007-06-15,Friday,1,36,33,43,40,none
531,2007-06-16,Saturday,41,30,15,40,42,none
532,2007-06-17,Sunday,39,44,15,53,63,promotion
533,2007-06-18,Monday,26,42,100,28,33,promotion
534,2007-06-19,Tuesday,11,24,96,35,58,promotion
535,2007-06-20,Wednesday,35,38,13,64,6,none
536,2007-06-21,Thursday,24,30,115,17,91,promotion
537,2007-06-22,Friday,33,34,11,32,26,none
538,2007-06-23,Saturday,20,36,37,47,33,none
539,2007-06-24,Sunday,27,43,79,44,82,promotion
540,2007-06-25,Monday,15,17,6,70,5,none
541,2007-06-26,Tuesday,33,21,16,67,70,promotion
542,2007-06-27,Wednesday,7,34,118,3,52,promotion
543,2007-06-28,Thursday,34,4,115,20,18,none
544,2007-06-29,Friday,45,32,78,31,51,promotion
545,2007-06-30,Saturday,46,46,85,38,13,promotion
546,2007-07-01,Sunday,42,37,105,41,13,promotion
547,2007-07-02,Monday,5,9,17,2,2,none
548,2007-07-03,Tuesday,30,25,81,54,51,promotion
549,2007-07-04,Wednesday,28,26,50,5,57,none
550,2007-07-05,Thursday,18,26,92,35,1,none
551,2007-07-06,Friday,36,38,109,22,88,promotion
552,2007-07-07,Saturday,3,11,27,52,7,none
553,2007-07-08,Sunday,21,33,21,53,11,none
554,2007-07-09,Monday,46,4,42,10,74,none
555,2007-07-10,Tuesday,16,22,43,20,49,none
556,2007-07-11,Wednesday,37,41,47,69,86,promotion
557,2007-07-12,Thursday,42,14,31,6,92,none
558,2007-07-13,Friday,5,33,34,54,56,none
559,2007-07-14,Saturday,14,43,59,73,81,promotion
560,2007-07-15,Sunday,31,6,52,69,92,promotion
561,2007-07-16,Monday,46,22,73,42,39,promotion
562,2007-07-17,Tuesday,24,41,9,30,79,none
563,2007-07-18,Wednesday,35,14,28,49,44,none
564,2007-07-19,Thursday,36,28,94,28,45,promotion
565,2007-07-20,Friday,10,35,68,67,75,promotion
566,2007-07-21,Saturday,27,1,38,54,30,none
567,2007-07-22,Sunday,27,56,57,48,28,promotion
568,2007-07-23,Monday,23,58,77,70,29,promotion
569,2007-07-24,Tuesday,13,45,3,17,87,none
570,2007-07-25,Wednesday,16,40,77,51,85,promotion
571,2007-07-26,Thursday,35,49,29,43,97,promotion
572,2007-07-27,Friday,27,48,116,1,77,promotion
573,2007-07-28,Saturday,39,52,80,8,58,promotion
574,2007-07-29,Sunday,47,18,9,17,30,none
575,2007-07-30,Monday,17,33,31,57,50,none
576,2007-07-31,Tuesday,48,57,91,59,68,promotion
577,2007-08-01,Wednesday,41,33,31,16,48,none
578,2007-08-02,Thursday,1,12,49,58,76,none
579,2007-08-03,Friday,11,43,102,44,23,promotion
580,2007-08-04,Saturday,12,7,41,13,74,none
581,2007-08-05,Sunday,14,19,1,9,56,none
582,2007-08-06,Monday,8,34,108,29,93,promotion
583,2007-08-07,Tuesday,31,52,17,12,18,none
584,2007-08-08,Wednesday,7,53,17,33,23,none
585,2007-08-09,Thursday,46,6,86,7,71,promotion
586,2007-08-10,Friday,31,18,70,22,80,promotion
587,2007-08-11,Saturday,16,55,107,42,20,promotion
588,2007-08-12,Sunday,42,11,15,21,91,none
589,2007-08-13,Monday,39,13,76,18,88,promotion
590,2007-08-14,Tuesday,44,42,109,70,60,promotion
591,2007-08-15,Wednesday,19,18,8,33,80,none
592,2007-08-16,Thursday,8,32,30,24,85,none
593,2007-08-17,Friday,29,4,40,47,50,none
594,2007-08-18,Saturday,2,41,73,27,54,none
595,2007-08-19,Sunday,42,35,49,13,46,none
596,2007-08-20,Monday,3,43,40,13,45,none
597,2007-08-21,Tuesday,29,31,16,4,95,none
598,2007-08-22,Wednesday,15,7,99,33,44,none
599,2007-08-23,Thursday,38,1,53,13,98,promotion
600,2007-08-24,Friday,28,5,82,34,1,none
601,2007-08-25,Saturday,37,5,75,29,80,promotion
602,2007-08-26,Sunday,32,45,71,14,96,promotion
603,2007-08-27,Monday,30,1,104,32,93,promotion
604,2007-08-28,Tuesday,47,52,42,64,8,promotion
605,2007-08-29,Wednesday,30,36,11,43,94,promotion
606,2007-08-30,Thursday,34,23,80,3,14,none
607,2007-08-31,Friday,13,31,80,41,91,promotion
608,2007-09-01,Saturday,33,40,115,66,69,promotion
609,2007-09-02,Sunday,42,30,110,52,98,promotion
610,2007-09-03,Monday,17,23,119,62,47,promotion
611,2007-09-04,Tuesday,3,24,20,56,10,none
612,2007-09-05,Wednesday,9,50,43,72,71,promotion
613,2007-09-06,Thursday,11,27,46,60,38,none
614,2007-09-07,Friday,49,55,93,37,36,promotion
615,2007-09-08,Saturday,27,57,68,55,15,promotion
616,2007-09-09,Sunday,28,12,106,1,19,none
617,2007-09-10,Monday,2,3,47,24,53,none
618,2007-09-11,Tuesday,1,22,87,68,32,promotion
619,2007-09-12,Wednesday,6,13,46,8,14,none
620,2007-09-13,Thursday,25,17,28,21,70,none
621,2007-09-14,Friday,35,3,46,23,84,none
622,2007-09-15,Saturday,16,28,74,28,46,none
623,2007-09-16,Sunday,4,13,26,44,45,none
624,2007-09-17,Monday,47,54,18,66,78,promotion
625,2007-09-18,Tuesday,38,58,59,28,63,promotion
626,2007-09-19,Wednesday,44,58,38,71,54,promotion
627,2007-09-20,Thursday,20,42,69,40,28,none
628,2007-09-21,Friday,25,36,20,53,25,none
629,2007-09-22,Saturday,7,1,58,6,34,none
630,2007-09-23,Sunday,21,14,5,73,5,none
631,2007-09-24,Monday,7,38,63,21,55,none
632,2007-09-25,Tuesday,29,19,114,16,45,promotion
633,2007-09-26,Wednesday,7,36,106,1,77,promotion
634,2007-09-27,Thursday,3,11,17,33,28,none
635,2007-09-28,Friday,29,20,82,53,78,promotion
636,2007-09-29,Saturday,29,45,1,68,79,promotion
637,2007-09-30,Sunday,39,28,49,48,66,promotion
638,2007-10-01,Monday,38,10,32,21,71,none
639,2007-10-02,Tuesday,6,49,118,45,24,promotion
640,2007-10-03,Wednesday,46,39,42,15,7,none
641,2007-10-04,Thursday,10,59,32,38,59,none
642,2007-10-05,Friday,37,13,69,32,68,promotion
643,2007-10-06,Saturday,14,48,102,8,4,none
644,2007-10-07,Sunday,22,39,29,67,52,promotion
645,2007-10-08,Monday,32,50,19,28,4,none
646,2007-10-09,Tuesday,18,39,96,73,61,promotion
647,2007-10-10,Wednesday,36,6,17,30,69,none
648,2007-10-11,Thursday,46,23,71,11,60,promotion
649,2007-10-12,Friday,9,13,117,2,31,none
650,2007-10-13,Saturday,26,3,111,65,11,promotion
651,2007-10-14,Sunday,22,1,85,40,71,promotion
652,2007-10-15,Monday,46,50,35,15,32,none
653,2007-10-16,Tuesday,38,25,41,10,48,none
654,2007-10-17,Wednesday,23,43,79,1,97,promotion
655,2007-10-18,Thursday,17,30,90,43,41,promotion
656,2007-10-19,Friday,26,29,103,62,64,promotion
657,2007-10-20,Saturday,47,33,56,12,25,none
658,2007-10-21,Sunday,38,5,24,21,54,none
659,2007-10-22,Monday,2,9,87,39,26,none
660,2007-10-23,Tuesday,6,19,87,32,91,promotion
661,2007-10-24,Wednesday,7,46,64,16,94,promotion
662,2007-10-25,Thursday,13,29,48,1,70,none
663,2007-10-26,Friday,27,8,33,35,77,none
664,2007-10-27,Saturday,11,9,46,49,4,none
665,2007-10-28,Sunday,15,17,86,24,84,promotion
666,2007-10-29,Monday,9,23,109,72,2,promotion
667,2007-10-30,Tuesday,8,43,11,63,6,none
668,2007-10-31,Wednesday,46,16,89,63,44,promotion
669,2007-11-01,Thursday,6,21,75,38,16,none
670,2007-11-02,Friday,48,49,44,29,13,none
671,2007-11-03,Saturday,43,22,106,51,56,promotion
672,2007-11-04,Sunday,4,24,64,39,54,none
673,2007-11-05,Monday,11,34,58,7,44,none
674,2007-11-06,Tuesday,28,3,109,73,9,promotion
675,2007-11-07,Wednesday,26,49,73,39,54,promotion
676,2007-11-08,Thursday,4,27,28,37,96,none
677,2007-11-09,Friday,15,12,49,30,71,none
678,2007-11-10,Saturday,19,25,57,60,42,promotion
679,2007-11-11,Sunday,6,16,40,13,8,none
680,2007-11-12,Monday,5,48,107,10,49,promotion
681,2007-11-13,Tuesday,18,26,29,37,54,none
682,2007-11-14,Wednesday,6,6,15,26,78,none
683,2007-11-15,Thursday,31,23,117,14,9,none
684,2007-11-16,Friday,25,55,31,50,46,promotion
685,2007-11-17,Saturday,4,52,32,71,86,promotion
686,2007-11-18,Sunday,6,35,65,31,7,none
687,2007-11-19,Monday,41,30,65,50,12,none
688,2007-11-20,Tuesday,37,13,12,20,74,none
689,2007-11-21,Wednesday,25,45,38,29,34,none
690,2007-11-22,Thursday,34,59,1,41,13,none
691,2007-11-23,Friday,19,21,109,56,37,promotion
692,2007-11-24,Saturday,34,47,35,38,3,none
693,2007-11-25,Sunday,15,34,19,17,92,none
694,2007-11-26,Monday,8,12,33,30,28,none
695,2007-11-27,Tuesday,44,47,39,24,59,promotion
696,2007-11-28,Wednesday,47,31,32,53,16,none
697,2007-11-29,Thursday,49,47,12,21,42,none
698,2007-11-30,Friday,34,57,119,2,39,promotion
699,2007-12-01,Saturday,18,12,88,44,41,promotion
700,2007-12-02,Sunday,30,7,83,25,22,none
701,2007-12-03,Monday,13,32,28,30,96,none
702,2007-12-04,Tuesday,47,35,34,35,9,none
703,2007-12-05,Wednesday,33,42,10,71,45,promotion
704,2007-12-06,Thursday,35,22,6,4,99,none
705,2007-12-07,Friday,24,11,69,73,73,promotion
706,2007-12-08,Saturday,26,28,4,45,67,none
707,2007-12-09,Sunday,47,18,110,59,17,promotion
708,2007-12-10,Monday,44,39,76,48,41,promotion
709,2007-12-11,Tuesday,42,58,13,16,12,none
710,2007-12-12,Wednesday,47,7,74,3,75,promotion
711,2007-12-13,Thursday,1,12,12,27,13,none
712,2007-12-14,Friday,13,49,14,59,19,none
713,2007-12-15,Saturday,10,30,38,23,26,none
714,2007-12-16,Sunday,19,14,102,17,69,promotion
715,2007-12-17,Monday,5,47,117,22,53,promotion
716,2007-12-18,Tuesday,8,20,21,20,2,none
717,2007-12-19,Wednesday,4,58,52,6,6,none
718,2007-12-20,Thursday,49,8,74,50,67,promotion
719,2007-12-21,Friday,13,58,38,20,3,none
720,2007-12-22,Saturday,38,17,102,36,45,promotion
721,2007-12-23,Sunday,46,7,26,56,40,none
722,2007-12-24,Monday,49,41,46,20,50,promotion
723,2007-12-25,Tuesday,46,16,4,7,19,none
724,2007-12-26,Wednesday,19,3,20,31,81,none
725,2007-12-27,Thursday,8,11,15,8,18,none
726,2007-12-28,Friday,27,42,52,10,54,none
727,2007-12-29,Saturday,47,43,119,62,85,promotion
728,2007-12-30,Sunday,30,41,90,18,79,promotion
729,2007-12-31,Monday,4,30,3,8,85,none
730,2008-01-01,Tuesday,11,11,75,52,34,none
731,2008-01-02,Wednesday,21,11,55,50,74,promotion
732,2008-01-03,Thursday,43,32,8,65,9,none
733,2008-01-04,Friday,2,18,69,30,89,promotion
734,2008-01-05,Saturday,21,36,7,56,26,none
735,2008-01-06,Sunday,17,37,69,50,35,promotion
736,2008-01-07,Monday,43,37,41,54,96,promotion
737,2008-01-08,Tuesday,29,18,97,30,19,none
738,2008-01-09,Wednesday,27,50,25,13,6,none
739,2008-01-10,Thursday,24,22,16,47,45,none
740,2008-01-11,Friday,49,28,51,49,24,promotion
741,2008-01-12,Saturday,3,26,23,47,57,none
742,2008-01-13,Sunday,39,48,100,74,34,promotion
743,2008-01-14,Monday,10,55,80,17,95,promotion
744,2008-01-15,Tuesday,3,9,87,10,35,none
745,2008-01-16,Wednesday,45,34,111,21,30,promotion
746,2008-01-17,Thursday,42,59,75,16,13,promotion
747,2008-01-18,Friday,26,48,51,39,43,promotion
748,2008-01-19,Saturday,37,10,37,13,72,none
749,2008-01-20,Sunday,27,12,19,12,69,none
750,2008-01-21,Monday,5,49,111,30,44,promotion
751,2008-01-22,Tuesday,42,48,54,20,65,promotion
752,2008-01-23,Wednesday,11,29,1,11,65,none
753,2008-01-24,Thursday,13,17,70,61,39,none
754,2008-01-25,Friday,41,49,69,65,50,promotion
755,2008-01-26,Saturday,34,3,41,52,74,promotion
756,2008-01-27,Sunday,38,9,45,24,85,promotion
757,2008-01-28,Monday,40,34,13,1,73,none
758,2008-01-29,Tuesday,33,49,6,9,49,none
759,2008-01-30,Wednesday,34,15,10,39,71,none
760,2008-01-31,Thursday,27,41,29,28,56,none
761,2008-02-01,Friday,36,2,2,46,21,none
762,2008-02-02,Saturday,26,47,95,14,58,promotion
763,2008-02-03,Sunday,25,32,24,26,2,none
764,2008-02-04,Monday,19,23,81,6,5,none
765,2008-02-05,Tuesday,21,46,16,9,93,none
766,2008-02-06,Wednesday,31,1,39,19,66,none
767,2008-02-07,Thursday,29,13,67,74,84,promotion
768,2008-02-08,Friday,9,41,96,39,47,promotion
769,2008-02-09,Saturday,19,57,92,48,95,promotion
770,2008-02-10,Sunday,26,1,99,62,67,promotion
771,2008-02-11,Monday,25,29,55,60,17,none
772,2008-02-12,Tuesday,40,32,63,35,48,promotion
773,2008-02-13,Wednesday,43,29,97,44,79,promotion
774,2008-02-14,Thursday,29,57,19,21,87,promotion
775,2008-02-15,Friday,25,58,77,36,17,promotion
776,2008-02-16,Saturday,19,20,28,43,76,none
777,2008-02-17,Sunday,4,52,48,31,79,promotion
778,2008-02-18,Monday,45,33,86,61,21,promotion
779,2008-02-19,Tuesday,20,43,90,38,32,promotion
780,2008-02-20,Wednesday,46,44,43,52,75,promotion
781,2008-02-21,Thursday,1,56,92,24,15,none
782,2008-02-22,Friday,11,5,50,54,39,none
783,2008-02-23,Saturday,4,51,41,34,12,none
784,2008-02-24,Sunday,7,18,113,55,14,promotion
785,2008-02-25,Monday,28,30,60,65,47,promotion
786,2008-02-26,Tuesday,36,39,7,58,1,none
787,2008-02-27,Wednesday,7,27,42,21,41,none
788,2008-02-28,Thursday,20,26,7,59,8,none
789,2008-02-29,Friday,35,19,102,69,13,promotion
790,2008-03-01,Saturday,39,52,4,9,2,none
791,2008-03-02,Sunday,21,21,84,54,19,none
792,2008-03-03,Monday,44,48,87,3,45,promotion
793,2008-03-04,Tuesday,1,58,2,38,68,none
794,2008-03-05,Wednesday,37,42,53,47,47,promotion
795,2008-03-06,Thursday,46,8,87,45,67,promotion
796,2008-03-07,Friday,42,35,99,51,23,promotion
797,2008-03-08,Saturday,3,29,62,38,27,none
798,2008-03-09,Sunday,34,33,55,64,62,promotion
799,2008-03-10,Monday,13,50,62,54,19,none
800,2008-03-11,Tuesday,16,39,35,28,35,none
801,2008-03-12,Wednesday,34,13,83,4,74,promotion
802,2008-03-13,Thursday,24,25,68,72,52,promotion
803,2008-03-14,Friday,13,47,3,11,68,none
804,2008-03-15,Saturday,6,47,108,7,77,promotion
805,2008-03-16,Sunday,39,8,108,40,42,promotion
806,2008-03-17,Monday,2,10,34,54,39,none
807,2008-03-18,Tuesday,11,40,1,1,30,none
808,2008-03-19,Wednesday,7,46,82,4,86,promotion
809,2008-03-20,Thursday,7,34,101,16,66,promotion
810,2008-03-21,Friday,39,31,24,1,91,none
811,2008-03-22,Saturday,39,36,66,33,53,promotion
812,2008-03-23,Sunday,12,35,66,1,32,none
813,2008-03-24,Monday,22,40,2,12,28,none
814,2008-03-25,Tuesday,3,3,21,60,9,none
815,2008-03-26,Wednesday,13,30,77,28,18,none
816,2008-03-27,Thursday,30,57,75,50,25,promotion
817,2008-03-28,Friday,10,40,96,52,7,promotion
818,2008-03-29,Saturday,9,23,39,18,7,none
819,2008-03-30,Sunday,6,36,70,45,91,promotion
820,2008-03-31,Monday,44,54,57,74,12,promotion
821,2008-04-01,Tuesday,2,1,22,10,61,none
822,2008-04-02,Wednesday,44,27,91,26,88,promotion
823,2008-04-03,Thursday,16,5,62,29,77,none
824,2008-04-04,Friday,13,54,102,68,96,promotion
825,2008-04-05,Saturday,48,44,73,39,96,promotion
826,2008-04-06,Sunday,13,48,9,30,81,none
827,2008-04-07,Monday,22,10,29,51,30,none
828,2008-04-08,Tuesday,19,7,102,31,88,promotion
829,2008-04-09,Wednesday,26,30,15,15,37,none
830,2008-04-10,Thursday,14,6,82,38,90,promotion
831,2008-04-11,Friday,31,2,51,5,90,none
832,2008-04-12,Saturday,29,23,33,60,18,none
833,2008-04-13,Sunday,45,27,56,21,19,none
834,2008-04-14,Monday,42,30,89,24,46,promotion
835,2008-04-15,Tuesday,22,6,7,17,23,none
836,2008-04-16,Wednesday,7,17,118,53,60,promotion
837,2008-04-17,Thursday,37,27,16,23,3,none
838,2008-04-18,Friday,49,45,106,7,47,promotion
839,2008-04-19,Saturday,41,27,101,25,91,promotion
840,2008-04-20,Sunday,27,15,16,28,10,none
841,2008-04-21,Monday,31,25,93,43,41,promotion
842,2008-04-22,Tuesday,6,9,90,7,51,none
843,2008-04-23,Wednesday,16,20,15,30,66,none
844,2008-04-24,Thursday,38,30,23,6,28,none
845,2008-04-25,Friday,38,56,67,72,45,promotion
846,2008-04-26,Saturday,32,12,91,1,46,none
847,2008-04-27,Sunday,33,47,18,59,77,promotion
848,2008-04-28,Monday,49,22,109,45,7,promotion
849,2008-04-29,Tuesday,17,3,48,72,81,promotion
850,2008-04-30,Wednesday,33,58,19,46,84,promotion
851,2008-05-01,Thursday,11,27,89,36,53,promotion
852,2008-05-02,Friday,13,54,9,2,41,none
853,2008-05-03,Saturday,30,49,117,9,48,promotion
854,2008-05-04,Sunday,1,44,23,28,32,none
855,2008-05-05,Monday,30,5,90,30,64,promotion
856,2008-05-06,Tuesday,27,58,74,39,67,promotion
857,2008-05-07,Wednesday,40,23,16,16,79,none
858,2008-05-08,Thursday,23,19,96,44,13,none
859,2008-05-09,Friday,20,39,115,44,73,promotion
860,2008-05-10,Saturday,6,2,109,60,25,promotion
861,2008-05-11,Sunday,37,5,61,13,14,none
862,2008-05-12,Monday,20,40,46,13,10,none
863,2008-05-13,Tuesday,37,20,27,43,83,promotion
864,2008-05-14,Wednesday,6,28,16,21,74,none
865,2008-05-15,Thursday,29,8,69,40,42,none
866,2008-05-16,Friday,13,49,109,49,67,promotion
867,2008-05-17,Saturday,27,54,11,37,58,none
868,2008-05-18,Sunday,20,30,85,40,41,promotion
869,2008-05-19,Monday,13,35,48,68,88,promotion
870,2008-05-20,Tuesday,39,25,47,55,55,promotion
871,2008-05-21,Wednesday,8,58,118,3,77,promotion
872,2008-05-22,Thursday,17,13,48,11,99,none
873,2008-05-23,Friday,30,6,70,22,93,promotion
874,2008-05-24,Saturday,1,45,47,38,14,none
875,2008-05-25,Sunday,24,14,27,29,37,none
876,2008-05-26,Monday,16,49,94,31,75,promotion
877,2008-05-27,Tuesday,11,39,118,36,80,promotion
878,2008-05-28,Wednesday,4,16,46,21,43,none
879,2008-05-29,Thursday,4,1,8,52,39,none
880,2008-05-30,Friday,17,50,4,32,95,none
881,2008-05-31,Saturday,49,52,26,1,44,none
882,2008-06-01,Sunday,10,5,66,17,22,none
883,2008-06-02,Monday,21,46,29,23,68,none
884,2008-06-03,Tuesday,38,23,80,44,77,promotion
885,2008-06-04,Wednesday,49,31,113,31,19,promotion
886,2008-06-05,Thursday,18,33,72,66,18,promotion
887,2008-06-06,Friday,10,56,49,39,95,promotion
888,2008-06-07,Saturday,45,32,103,39,59,promotion
889,2008-06-08,Sunday,16,46,72,54,39,promotion
890,2008-06-09,Monday,39,37,98,28,85,promotion
891,2008-06-10,Tuesday,15,4,7,60,82,none
892,2008-06-11,Wednesday,34,36,83,15,46,promotion
893,2008-06-12,Thursday,5,20,35,47,50,none
894,2008-06-13,Friday,17,35,38,54,33,none
895,2008-06-14,Saturday,37,18,102,50,62,promotion
896,2008-06-15,Sunday,8,45,100,18,5,none
897,2008-06-16,Monday,24,4,105,22,36,none
898,2008-06-17,Tuesday,28,9,18,70,87,promotion
899,2008-06-18,Wednesday,47,2,108,18,52,promotion
900,2008-06-19,Thursday,8,16,64,4,4,none
901,2008-06-20,Friday,23,42,23,36,40,none
902,2008-06-21,Saturday,35,9,37,56,53,none
903,2008-06-22,Sunday,31,57,19,15,28,none
904,2008-06-23,Monday,17,53,74,45,22,promotion
905,2008-06-24,Tuesday,28,23,6,37,59,none
906,2008-06-25,Wednesday,48,11,8,5,22,none
907,2008-06-26,Thursday,48,45,23,67,19,promotion
908,2008-06-27,Friday,12,13,18,44,24,none
909,2008-06-28,Saturday,24,4,41,71,80,promotion
910,2008-06-29,Sunday,15,23,82,35,26,none
911,2008-06-30,Monday,40,13,93,32,55,promotion
912,2008-07-01,Tuesday,31,26,63,67,79,promotion
913,2008-07-02,Wednesday,27,54,89,42,33,promotion
914,2008-07-03,Thursday,35,27,33,37,25,none
915,2008-07-04,Friday,18,41,49,34,5,none
916,2008-07-05,Saturday,36,42,100,58,81,promotion
917,2008-07-06,Sunday,8,1,29,66,83,none
918,2008-07-07,Monday,46,56,26,51,5,none
919,2008-07-08,Tuesday,49,39,30,25,88,promotion
920,2008-07-09,Wednesday,38,53,29,60,90,promotion
921,2008-07-10,Thursday,5,28,88,1,41,none
922,2008-07-11,Friday,14,41,63,68,93,promotion
923,2008-07-12,Saturday,38,37,74,65,78,promotion
924,2008-07-13,Sunday,20,22,110,7,16,none
925,2008-07-14,Monday,44,22,74,69,51,promotion
926,2008-07-15,Tuesday,9,7,75,26,73,none
927,2008-07-16,Wednesday,33,13,22,31,52,none
928,2008-07-17,Thursday,18,8,23,24,60,none
929,2008-07-18,Friday,6,4,92,36,93,promotion
930,2008-07-19,Saturday,37,57,5,59,68,promotion
931,2008-07-20,Sunday,2,11,55,40,1,none
932,2008-07-21,Monday,30,28,104,23,18,promotion
933,2008-07-22,Tuesday,6,58,13,21,78,none
934,2008-07-23,Wednesday,17,50,66,55,10,none
935,2008-07-24,Thursday,39,50,13,29,13,none
936,2008-07-25,Friday,41,25,21,46,9,none
937,2008-07-26,Saturday,23,50,14,60,63,promotion
938,2008-07-27,Sunday,31,47,117,63,84,promotion
939,2008-07-28,Monday,20,10,27,49,69,none
940,2008-07-29,Tuesday,5,45,66,68,12,none
941,2008-07-30,Wednesday,21,45,116,16,30,promotion
942,2008-07-31,Thursday,43,37,113,8,32,promotion
943,2008-08-01,Friday,11,9,98,25,26,none
944,2008-08-02,Saturday,4,10,6,73,33,none
945,2008-08-03,Sunday,23,36,47,54,94,promotion
946,2008-08-04,Monday,38,2,75,17,6,none
947,2008-08-05,Tuesday,30,39,36,59,1,none
948,2008-08-06,Wednesday,42,21,105,73,14,promotion
949,2008-08-07,Thursday,41,46,26,61,75,promotion
950,2008-08-08,Friday,18,26,48,36,92,promotion
951,2008-08-09,Saturday,41,45,1,38,29,none
952,2008-08-10,Sunday,43,26,22,74,69,promotion
953,2008-08-11,Monday,31,6,8,28,48,none
954,2008-08-12,Tuesday,30,1,3,66,51,none
955,2008-08-13,Wednesday,34,40,5,61,38,none
956,2008-08-14,Thursday,31,59,57,14,32,none
957,2008-08-15,Friday,47,7,114,31,97,promotion
958,2008-08-16,Saturday,38,7,35,30,18,none
959,2008-08-17,Sunday,25,40,55,61,42,promotion
960,2008-08-18,Monday,17,51,23,23,51,none
961,2008-08-19,Tuesday,36,18,80,63,49,promotion
962,2008-08-20,Wednesday,40,12,22,64,1,none
963,2008-08-21,Thursday,30,18,110,45,71,promotion
964,2008-08-22,Friday,2,38,3,65,91,none
965,2008-08-23,Saturday,24,31,80,25,77,promotion
966,2008-08-24,Sunday,9,58,53,40,44,promotion
967,2008-08-25,Monday,1,51,24,43,26,none
968,2008-08-26,Tuesday,24,50,95,49,87,promotion
969,2008-08-27,Wednesday,38,10,46,49,45,none
970,2008-08-28,Thursday,48,13,62,40,99,promotion
971,2008-08-29,Friday,27,18,119,19,34,promotion
972,2008-08-30,Saturday,26,37,114,14,34,promotion
973,2008-08-31,Sunday,26,33,19,28,77,none
974,2008-09-01,Monday,7,4,28,52,87,none
975,2008-09-02,Tuesday,25,58,83,25,35,promotion
976,2008-09-03,Wednesday,16,55,10,24,86,none
977,2008-09-04,Thursday,38,13,70,57,11,none
978,2008-09-05,Friday,42,54,99,19,67,promotion
979,2008-09-06,Saturday,18,48,24,38,61,none
980,2008-09-07,Sunday,17,38,72,18,75,promotion
981,2008-09-08,Monday,49,53,31,57,34,promotion
982,2008-09-09,Tuesday,44,8,104,45,31,promotion
983,2008-09-10,Wednesday,47,47,108,15,72,promotion
984,2008-09-11,Thursday,6,6,10,57,29,none
985,2008-09-12,Friday,20,18,83,57,96,promotion
986,2008-09-13,Saturday,48,19,21,62,11,none
987,2008-09-14,Sunday,23,19,81,72,7,promotion
988,2008-09-15,Monday,46,18,116,73,57,promotion
989,2008-09-16,Tuesday,12,34,110,7,88,promotion
990,2008-09-17,Wednesday,12,11,108,39,4,none
991,2008-09-18,Thursday,34,50,87,56,13,promotion
992,2008-09-19,Friday,8,10,18,10,93,none
993,2008-09-20,Saturday,27,27,93,44,4,none
994,2008-09-21,Sunday,49,5,93,7,41,none
995,2008-09-22,Monday,8,41,45,32,88,promotion
996,2008-09-23,Tuesday,48,26,18,63,4,none
997,2008-09-24,Wednesday,33,51,42,71,87,promotion
998,2008-09-25,Thursday,37,38,10,20,33,none
